text,label
"Καλησπέρα,
Είμαι στην στάση από τις 17:00 έχει πάει 17:45 και το τρόλεϊ προς Νέα Φιλαδέλφεια δεν έχει περάσει ούτε μια φορά και δεν έχει ενημερωθεί ούτε ο πίνακας αν θα περάσει η σε πίσω ώρα θα περάσει. Όπως επίσης και η εφαρμογή. έχει ξανά συμβεί.",1
"Αξιότιμε κύριε/κυρία,

Αποστέλλω αυτό το μήνυμα για να αναφέρω ένα μείζονος σημασίας θέμα που αποτελεί μάστιγα για τους περισσότερους εργαζόμενους του Χαλανδρίου.
Όπως γνωρίζετε, η γραμμή λεωφορείου 421 είναι ένα από τα βασικότερα λεωφορεία που περνάνε από το Χαλάνδρι. Αυτό έχει ως αποτέλεσμα να υπάρχει συνεχής συνωστισμός, κυρίως από εργαζόμενους της τεράστιας σε έκταση αγοράς Χαλανδρίου. 
Το γεγονός αυτό είναι υποφερτό κατά τη διάρκεια της ημέρας, καθώς τα δρομολόγια είναι συνήθως κάθε 10-15 λεπτά από το τέρμα στην Αγ. Παρασκευή. Ωστόσο, μετατρέπεται σε πρόβλημα τις βραδινές ώρες, από τις 9 και μετά. 
Τα δρομολόγια τότε λιγοστεύουν, εκτελούνται κάθε 40-50 λεπτά. Όπως αναφέρθηκε και προηγουμένως η αγορά Χαλανδρίου είναι πολυπληθέστατη και έχει πολλούς εργαζόμενους πωλητές οι οποίοι στις 9 αποχωρούν από τον χώρο εργασίας τους. Γίνεται λόγος για πάρα πολλά μαγαζιά, καθώς και πάρα πολλούς πωλητές. 
Με την εκτέλεση δρομολογίων τόσο αραιά, όχι μόνο δημιουργείται συνωστισμός που καθίσταται επικίνδυνος για τον covid-19, αλλά παράλληλα αποκλείονται πολλοί αναμένοντες του λεωφορείου από το να γίνουν επιβάτες, καθώς τα λεωφορεία είναι ασφυκτικά γεμάτα. 
Αυτό είναι ένα καθημερινό πρόβλημα. Τα λεωφορεία γεμίζουν σε σημείο που στο εσωτερικό τους δημιουργείται ένα απάνθρωπο περιβάλλον, όπου οριακά χωράει ο οδηγός. 
Για τους παραπάνω λόγους, αιτούμαστε την αύξηση δρομολογίων του 421 από το τέρμα του από τις 9μμ. και μετά, με την πρόθεση παροχής ασφάλειας και άνεσης σε όλους.
Κλείνοντας, θα ήθελα να επισημάνω πως έχει ακουστεί το ενδεχόμενο οι επιβάτες να μην παρουσιάζονται ως πολλοί συστημικά, καθώς δεν επικυρώνουν το εισιτήριό τους. Ωστόσο, είναι σημαντικό να τονιστεί ότι στις προαναφερόμενες περιπτώσεις τα λεωφορεία είναι τόσο γεμάτα όπου ακόμη και ο πιο έννομος πολίτης που επικυρώνει πάντα το εισιτήριό του δεν είναι σε θέση να το κάνει, διότι είτε δεν φτάνει το μηχάνημα, είτε δεν χωράει να σηκώσει το χέρι του. 
Ευελπιστώ πως θα λάβετε υπ'όψιν τα προαναφερόμενα και θα σκεφτείτε σοβαρά το αίτημά μας. Είναι ένα αίτημα για την καλύτερη λειτουργία των μέσων και για την άνεση των εργαζόμενων.

Ευχαριστώ πολύ.",105
Το εν λόγω τρόλεϊ έρχεται με μεγάλη καθυστέρηση κάθε στιγμή της ημέρας,91
"Χθες βράδυ γύρω στις 8.25' βρέθηκα στην στάση των λεωφορείων στην οδό Ακαδημίας και αποφάσισα να περιμένω το λεωφορείο 230 για να οδηγηθώ στην Ακρόπολη. Σύμφωνα με  την υπόδειξη που βρήκα στο internet, όπου αναζήτησα τα δρομολόγια, το λεωφορείο 230 περνάει απο την στάση αυτή κάθε 10'.
βάσει αυτού και παρόλο το κρύο που επικρατούσε ξαφνικά αποφάσισα να περιμένω και να μην πάρω taxi. Τα λεωφορεία διαφόρων προορισμών έρχονταν και έφευγαν, όχι όμως και το αναμενόμενο 230. ¨Εφτασε η ώρα ~9 και  αποφάσισα προκειμένου και να μήν αρωστήσω με ψύξη να πάρω ταξί και να πάω ταχέως στο προορισμό μου όπου και είχα επαγγελματικές υποχρεώσεις και εκκρεμότητες.
Διαμαρτύρομαι για την αναίτια καθυστέρηση, δεδομένου σημειωτέον ότι καμμία κυκλοφοριακή κίνηση δεν καταγράφοταν όλο αυτό το διάστημα, αλλά αντιθέτως οι δρόμοι εφαίνοντο έρημοι. Καταγγέλλω το περιστατικό δεδομένου ότι είχε επιπτώσεις τόσο στην σωματική μου υγεία όσο και στις επαγγελματικές και οικογενειακές μου υποχρεώσεις.  
θέλω επίσης να σημειώσω ότι δεν υπάρχει πινακίδα που να αναγράφει (ή τουλάχιστον ευκρινώς) το αριθμό 230 στην στάση αυτού του λεωφορείου, πού?? στην οδό/στάση Ακαδημίας, δηλαδή στο κεντρικότερο σημείο της Αθήνας και μάλιστα στο λεωφορείο που οδηγεί στην Ακρόπολη σημείο παγκόσμιου τουριστικού προορισμού. Αυτά είναι απαράδεκτα.",115
Το πρωί 6.20 είχε καθυστερήσει το δρομολόγιο που ξεκινάει στις 6 από την αφετηρία και όταν έφτασε στην στάση έφτασε και το επόμενο μαζί... δεν σταμάτησαν και φάνηκαν να το διασκεδάζουν κάνοντας σαν κόντρα... λίγο παρακάτω σταμάτησε το ένα από αυτά που ήταν γεμάτο και έφυγε το άδειο όταν του έκανα παράπονο πάτησε γκάζι και παραλίγο να με πατήσει με άλλες δύο κοπέλες για να φύγει γρήγορα.. ήταν ένας οδηγός με γυαλιά γύρω στα 36 με 38... πιστεύω να έχω απαντηση σας σύντομα αλλιώς θα φροντίσω να γίνει διάσημος. ευχαριστώ,40
Δεν εχει περάσει τρολει εδω και 40 λεπτα. Συμβαινει διαρκώς,20
"Καλημέρα σας. Σε συνέχεια και ενός προηγούμενου αιτήματος που σας είχα αποστείλει (υπ'αριθμό 46617/28-09-22) θα ήθελα να επισημάνω και πάλι ότι δεν πρόκειται για μεμονωμένο περιστατικό η καθυστέρηση του λεωφορείου Β9 στις 26/09. Το πρόβλημα είναι ότι συστηματικά το τελευταίο διάστημα δεν τηρούνται τα προβλεπόμενα ωράρια δημιουργώντας σημαντικό πρόβλημα σε όσους εργάζονται και εξυπηρετούνται από την γραμμή. Σήμερα π.χ. το λεωφορείο που υποτίθεται ξεκινάει 09:15 (με βάση το πρόγραμμα του Σεπτεμβρίου - δεν έχω καταλάβει ποιό ωράριο ισχύει τώρα) από την αφετηρία, ξεκίνησε αρκετά νωρίτερα με αποτέλεσμα να περάσει από την στάση ΠΑΡΑΔΕΙΣΟΣ κατά τις 09:12 και το επόμενο ξεκίνησε τουλάχιστον μισή ώρα αργότερα με αποτέλεσμα να περιμένουμε στην στάση για πάρα πολλή ώρα. Την ίδια στιγμή στον σύνδεσμό: https://www.oasa.gr/telematics/ στις πληροφορίες της γραμμής Β9 λέει ότι έχει δρομολόγια 09:00-09:25-09:55, το ίδιο και στην εφαρμογή που έχω στο κινητό. Με βάση αυτό το πρόγραμμα παραλείφθηκε το δρομολόγιο των 09:25 ή ξεκίνησε 09:40 με βάση το πρόγραμμα του προηγούμενου μήνα. Σε κάθε περίπτωση κατανοώ απόλυτα τις καθυστερήσεις λόγω κυκλοφοριακής συμφόρησης και όσα προβλήματα μπορεί να προκύπτουν από αυτήν στον προγραμματισμό των δρομολογίων, αλλά αυτή η κατάσταση επιβαρύνει σταθερά ένα πλήθος κόσμου που εξυπηρετούμαστε από την γραμμή και δεν έχουμε άλλη εναλλακτική για να μετακινηθούμε προς τις δουλειές μας. Ας τηρούνται έστω τα προβλεπόμενα ωράρια για να μπορούμε να προγραμματίσουμε τις μετακινήσεις μας. Ευχαριστώ πολύ.",61
Τι πρεπη να κανουμε να ξεκρίνουν τα λεοφορια στην ωρα τους. Αντί για 17:00 εχθές 17.08 λεπτα ξεκίνησε. Την περασμενη Δευτερα δεν ήρθε καν και την Πεμπτη στις 17:17. Μηπως λεω τωρα να κατεβουμε εκεί με καδρονια για να καταλαβουν??????????????? εσείς πως το βλεπετε???????????,59
"Καλημέρα σας,

Υποβάλλω την εξής αναφορά με σκοπό να πληροφορηθώ για ποιον λόγο δεν εκτελέστηκαν σήμερα 05/10/2022 τα δρομολόγια της γραμμής 421, πέρα από το γεγονός ότι μονίμως στην συγκεκριμένη γραμμή κόβονται δρομολόγια χωρίς λόγο.",105
Ο οδηγός ξεκίνησε το δρομολόγιο στις 8:32 αντί για της 8:35 με αποτέλεσμα να χάσει κόσμος το λεωφορείο. Οταν αντιλήφθηκα ότι ξεκινάει τον ενημέρωσα πως είναι υποχρεωμένος να κάτσει να περιμένει την έναρξη του δρομολογίου του και πως με την στάση του θα χάσει ο κόσμος το λεωφορείο και με αγνόησε. Θα πρέπει επιτέλους να τιμωρούνται οι οδηγοί που δεν ακολουθούν τα δρομολόγια καθως στη εποχή μας πολύς κόσμος βασίζεται στις συγκοινωνίες για την μετακίνηση του και δεν μπορεί να αργεί στην δουλειά του και ς ο οδηγός βαριέται να περιμένει αλλά 3 λεπτά. Παρακαλώ για την απάντηση σας,63
"Παρατηρείται το φαινόμενο στη  γραμμή 815 (Ταύρος-Γουδί) να παραλείπεται η εκτέλεση δρομολογίων, του 7:45 την 4η Οκτωβρίου και του 7:20 σήμερα, η ασυνέπεια στην τήρηση των προγραμματισμένων δρομολογίων και η μη έγκαιρη ενημέρωση για τις ""αλλαγές"" αυτές στο σχετικό ηλεκτρονικό πίνακα του ΟΑΣΑ είναι ενδεικτικό τις παντελούς έλλειψης του ελάχιστου σεβασμού προς το επιβατικό κοινό το οποίο ρυθμίζει την καθημερινότητα της  ζωής και της εργασίας του με βάση τα δρομολόγια του οργανισμού σας. Η καθημερινή αναπροσαρμογή δρομολογίων που ενημερώθηκα  ότι είναι  στην δυνατότητα του σταθμάρχη αποτελεί ένδειξη προχειρότητας και πραγματικά δεν κάνει καλό στην εικόνα του ΟΑΣΑ. Παρακαλώ για την συνεπή τήρηση των δρομολογίων που είναι αυτονόητη υποχρέωση ενός ευρωπαϊκού οργανισμού μαζικής μεταφοράς προς τους κατοίκους και του επισκέπτες αυτής της πόλης που χρηματοδοτούν άλλωστε και τον οργανισμό.",64
"Καθημερινά παρατηρείται η αλλαγή του αναρτημένου προγράμματος δρομολογίων, χωρίς να ενημερώνετε το κοινό προηγουμένως, καθιστώντας τον αναρτημένο πίνακα χειμερινών δρομολογίων απλώς ενδεικτικό. Επί παραδείγματι σήμερα 05.10.2022 δεν εκτελέστηκε το δρομολόγιο από το τέρμα των 07:20, εχθές 04.10 εκείνο των 07:45. Παρακαλώ πολύ να με ενημερώσετε από ποια απόφαση, κανονισμό ή διάταξη προκύπτει η ευχέρειά σας να αλλάζετε με αυτόν τον τρόπο τα δρομολόγια και χωρίς να ενημερώνετε έγκαιρα το κοινό.",64
Το δρομολόγιο δεν πραγματοποιήθηκε.,42
"Για πολλοστή φορά το δρομολόγιο του 203 στις 07:10 π.μ. δεν πραγματοποιήθηκε. Βρισκόμουν στην αφετηρία στις 07:05 μαζί με άλλα 6 άτομα και το λεωφορείο δεν εμφανίστηκε ποτέ. Αυτό συμβαίνει μέρα παρά μέρα σχεδόν. Δε νοείται σε μια περιοχή με δύσκολη συγκοινωνία να μειώνονται και δρομολόγια χωρίς καμία προειδοποίηση, τα οποία εμφανίζονται μάλιστα στην εφαρμογή σας. Αν δεν μπορείτε να παρέχετε σωστές υπηρεσίες τουλάχιστον κοστολογηστε τις ανάλογα αν είναι να αργουμε στις δουλειές μας κιόλας.",104
"Καλησπέρα σας, σήμερα στο δρομολόγιο του 036 από Κατεχάκη προς Πλατεία Κυψέλης έχασα το τροφοδοτικό των φορητών ακουστικών μου. 

Παρακαλώ εάν το βρείτε ενημερώστε με.",36
Επανέρχομαι ξανά για το ίδιο δρομολόγιο. Σύμφωνα με το πρόγραμμα σας έπρεπε το επόμενο να φύγει στις 19:10. Το λεωφορείο ήρθε τελικά στην αφετηρία στις 19:17 και τώρα είναι 19:21 και ακόμα αναμένουμε τον οδηγό να πάρει την απόφαση να ξεκινήσει. 48' αναμονή στη στάση τι στιγμή που δεν υπάρχει κανένα άλλο λεωφορείο που να με εξυπηρετεί. Πολύ ωραίο customer service.,12
Το λεωφορειοΑ2  για το οποιο μιλαω ειναι με πινακιδα ΥΜΙ 1216 το εχω βγαλει και φωτογραφια…,83
"Γράφω δεύτερο παράπονο στη σειρά για να με ενημερώσετε με ποια λογική καθημερινή απόγευμα τη στιγμή που γυρίζει ο κόσμος από τη δουλειά και οι φοιτητές από τις σχολές τους η συχνότητα των λεωφορείων είναι ανά 30'. 
Προφανώς πάντα δεν έρχεται κάποιο και τελικά περιμένουμε στη στάση πάνω από 45-50'.
Αυτή τη στιγμή ο κόσμος που έχει μαζευτεί στη στάση πιθανό να μη χωράει καν να μπει στο λεωφορείο και βρισκόμαστε στην αφετηρία. Δηλαδή στις επόμενες στάσεις ποιός θα μπορέσει να μπει;",12
"Σταση Κυανος Σταυρος ωρα 17.03 περναει το Α2 απο Λεωφ.Συγγρου προς ανοδο για Αθηνα… Οδηγος τρεχει με ιλιγγιωδη ταχυτητα λεωφορειο γεματο απο κοσμο , απορρημενοι ολοι λεγαμε πως παει ετσι..; Αποτομα φρενα στη σταση, και δεν ανοιγε ολες τις πορτες στις στασεις… κοσμο φωναζε γιατι δεν ανοιγει … ετρεχε χωρις λογο οντως δεν ειχε κινηση αλλα ειχε πολυ κοσμο το λεωφορειο… με το που κατεβηκαμε οι περισσοτεροι Συγγρου Φιξ κλεινει αποτομα και φευγει αποτομα προς Αθηνα… πολυ επικινδυνος οδηγος κρατιομουνα δυνατα και παλι εφευγα με τα φρεναρισματα του….",83
"Υπάρχει δρομολόγιο στο πρόγραμμα στις 18:45. Δεν υπάρχει λεωφορείο στη στάση. Έρχεται ένα στις 19:00 και παρκάρει εκτός στάσης. Περιμένω από τις 18:32. Επόμενο δρομολογίου είναι προγραμματισμένο για 19:15. Δηλαδή αναγκάζομαι να περιμένω 45'. Πολύ καλός προγραμματισμός. 

Υγ. Βάλτε στη φόρμα παραπόνων την επιλογή να ανεβάζουμε φωτογραφίες να βλέπετε τα χάλια σας.",12
"Η γραμμή 543 και 543Α  ενώ γράφει στο σαιτ του Οασα ότι περνάει κάθε 30 λεπτά,  καθυστερεί σχεδόν 50 λεπτά! Περιμενα στις 4 10 2022 από τις 17.25 έως τις 18.10 και την Δευτέρα 3 10 από τις 17.55 έως τις 18.40 στην στάση Χρυσαπου και τις δύο φορές.  Ντροπή πραγματικά..",81
"Γραμμή Α3
16:21
κατεύθυνση απο Ακαδημίας  προς Γλυφάδα,
στάση Βαριώτη, 
Ο οδηγός δεν σταμάτησε παρά την έγκαιρη και εμφανή δήλωση απο των αναμενόμενων προς επιβίβαση στην στάση  Βαριώτη.",92
"Καλησπέρα σας ,στο δρομολόγιο των 16.30 από αεροδρόμιο προς ΚΤΕΛ Κηφισού ο οδηγός ζήτησε ( πολύ σωστά ) από τουρίστρια να φορέσει την μάσκα της 
γιατί έτσι είναι οι κανονισμοί όπως σωστά της είπε.
Εκτός όμως  του ότι ήταν αγενεστατος στον τρόπο που της μίλησε και δυσφημίζει την χώρα και τους ανθρώπους της σε μια γραμμή με πολλους τουρίστες την ίδια στιγμή ο ίδιος δεν φορούσε μάσκα ,μιλούσε σε όλη σχεδόν την διαδρομη στο κινητό ,επέτρεψε σε 2 επιβάτες ( να καθήσουν στην κλειστή ζώνη του λεωφορείου πισω από τον οδηγό χωρίς μάσκα και οι 2).
Καλό είναι στις γραμμές του αεροδρομίου να βάζετε ανθρώπους που γνωρίζουν καλά Αγγλικά και είναι ευγενικοί αγνοώντας ο ίδιος τους κανονες.Σκοπος της επικοινωνίας μου δεν είναι η τιμωρία του ανθρώπου  που εργάζεται αλλά καλό είναι να είστε πιο επιλεκτικοί στις συγκεκριμένες γραμμές .Υπάρχουν πολλές άλλες γραμμές για να εργαστούν οι υπόλοιποι.Σας ευχαριστώ για τον χρόνο σας",100
"ΚΑΛΗΣΠΕΡΑ ΣΑΣ
ΘΑ ΗΘΕΛΑ ΝΑ ΜΟΥ ΔΩΣΕΤΕ ΟΡΙΣΜΕΝΕΣ ΔΙΕΥΚΡΙΝΗΣΕΙΣ ΣΧΕΤΙΚΑ ΜΕ ΤΑ ΔΡΟΜΟΛΟΓΙΑ ΤΗΣ ΣΥΓΚΕΚΡΙΜΕΝΗΣ ΓΡΑΜΜΗΣ (720).
ΣΥΜΦΩΝΑ ΜΕ ΤΟΝ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟ ΣΑΣ ΕΧΕΙ ΔΡΟΜΟΛΟΓΙΑ ΠΡΩΙΝΑ ΑΠΟ ΤΙΣ 07:00, 07:15,07:30,07:45 ΚΛΠ. ΚΑΙ ΤΑ ΔΡΟΜΟΛΟΓΙΑ ΠΟΥ ΓΙΝΟΝΤΑΙ ΕΙΝΑΙ 07:10 ΚΑΙ ΤΟ ΕΠΟΜΕΝΟ ΣΤΙΣ 07:45!!!!! ΣΥΝΗΘΩΣ....ΤΑ ΔΕ ΛΕΟΦΩΡΕΙΑ ΟΤΑΝ ΕΡΧΟΝΤΑΙ ΚΑΘΟΝΤΑΙ ΣΤΗΝ ΑΠΕΝΑΝΤΙ ΜΕΡΙΑ ΤΟΥ ΠΑΡΚΟΥ ΚΑΙ ΕΡΧΟΝΤΑΙ ΣΤΗΝ ΑΦΕΤΗΡΙΑ ΔΥΟ ΛΕΠΤΑ ΠΡΙΝ ΞΕΚΙΝΗΣΟΥΝ!!!ΑΠΑΡΑΔΕΚΤΟ!!!(ΚΡΥΟ-ΖΕΣΤΗ) ΚΑΙ Ο ΚΟΣΜΟΣ ΣΤΟ ΔΡΟΜΟ!!!ΚΑΙ ΟΙ ΟΔΗΓΟΙ ΜΕΣΑ ΣΤΟ ΛΕΟΦΩΡΕΙΟ!!!πΕΙΤΕ ΜΟΥ ΣΑΣ ΠΑΡΑΚΑΛΩ ΤΙ ΙΣΧΥΕΙ ΓΙΑ ΝΑ ΜΠΟΡΩ ΝΑ ΠΗΓΑΙΝΩ ΣΤΗ ΔΟΥΛΕΙΑ ΜΟΥ ΣΤΗΝ ΩΡΑ ΜΟΥ!!!ΙΣΧΥΟΥΝ ΤΑ ΔΡΟΜΟΛΟΓΙΑ Ή ΟΧΙ????ΚΑΙ ΑΝ ΟΧΙ ΤΟΤΕ ΤΙ ΙΣΧΥΕΙ???ΕΠΙΚΟΙΝΩΝΗΣΑ ΜΕ ΤΟ 11185 ΚΑΙ ΜΟΥ ΕΙΠΑΝ ΝΑ ΑΠΕΥΘΥΝΘΩ ΣΕ ΣΑΣ!!!!ΟΛΟΙ ΑΡΜΟΔΙΟΙ-ΑΝΑΡΜΟΔΙΟΙ ΚΑΙ Ο ΕΠΙΒΑΤΗΣ ΜΠΑΛΑΚΙ!!!!",56
"Η ώρα είναι κατά προσέγγιση. Ο οδηγός κατεβασε από το λεωφορείο επιβάτες με καρότσι, ενώ το λεωφορείο ήταν οριακά άδειο. Ήταν σαφές το ρατσιστικό κίνητρο, μιας και οι επιβάτες φαίνονταν ξένοι και ποτε ξανά δεν εχω δει να αναγκάζουν επιβάτη να κατέβει από το λεωφορείο ή να απαγορεύουν καρότσια. Μάλιστα έκανε και ειρωνικά σχόλια ότι «εδώ δεν είναι μεταφορική εταιρεία». Στη συνέχεια μετά από λεκτική παρέμβαση των υπολοίπων επιβατών (και αφού οι προηγούμενοι είχαν μείνει εκτός λεωφορείου) συνέχισε να απευθύνεται με ειρωνεία και να φωνάζει. Είναι ανεπίτρεπτο εν ετει 2022 και με την κατάσταση που επικρατεί στις συγκοινωνίες (αραιά δρομολόγια, παλιά λεωφορεία, συνωστισμός) να απαγορεύεται σε κάποιον να μπει στο λεωφορείο λες και βρισκόμαστε 100 χρόνια πίσω πολιτισμικά.",61
"Παρακαλώ  ενημερώστε με γιατί  η γραμμή 120 δεν   μπήκε στην Λεωφόρο  Αγίας  Μαρίνας  Κορωπί  μεταξύ 13 με 14 καθόλου και αναγκάστηκα να πάρω ταξί, έμαθα ότι ο οδηγός είπε  ότι γίνονται έργα και συνέχισε στην Λ.Βαρης για προαστιακό ενώ αυτό δεν ισχύει. Τα έργα έχουν τελειώσει  4/10/22",124
"Για πολλοστή φορά δεν εγινε το δρομολόγιο.
Κάποια στιγμή πρέπει να ξεκινήσουν να τηρούν τα δρομολόγια!",5
"καλησπέρα
είμαι η τρίτη φορά που σας στέλνω mail για την μη πραγματοποίηση δρομολογίου σύμφωνα με τον ημερήσιο προγραμματισμό.το δρομολογιο των 12:45 δεν έγινε ποτε με αποτελεσμα κα καθυστερήσω στην δουλειά μου και να είμαι σχεδόν 1 ώρα στον ήλιο.στην συγκεκριμένη γραμμή είναι ένα φαινόμενο το οποίο παρατηρείται πολύ συχνά.και δεν θα δεχτώ οπως και τις προηγούμενες φορές την απάντηση σας οτι υπήρχε τεχνικό πρόβλημα.ήδη προς γλυφαδα έχουν γίνει 2 δρομολόγια.κάντε κάτι να εξυπηρετείτε τον κόσμο.ευχαριστω",67
"Κύριοι
Ειναι απαράδεκτο  το 1/3 των λεωφορείων και τρόλευ  να ειναι αποκλεισμένο,οι οδηγοί πλέον να μη φοράνε μάσκα,  και ο κόσμος να στριμώχνετε. Δεν δικαιολογείται ως μέτρο προστασία  για τον COVID.
Βεβαίως να παραμείνει το νάυλον δίπλα στο οδηγό  και να μη μπαίνουν απο την μπροστινή πόρτα, αλλά παρακαλούμε να αποδεσμεύσετε τον υπόλοιπο χώρο.Ειναι θέμα κοινής λογικής.Ο κόσμος ταλαιπωρείται και δεν προστατεύεται έτσι.
Ευχαριστώ",78
Περιμένω από τις 09:39 και το λεωφορείο είναι ακόμα στα 14 λεπτά για να έρθει στην 11η κόκκινου μύλου.,103
Γίνονται μεγάλες καθυστερήσεις και δεν εκτελούνται τα προγραμματισμένα δρομολόγια. Περιμένουμε τόσος κόσμος το δρομολόγιο των 8:45 και έχει πάει εννέα και μόλις πέρασε ένα λεωφορείο που δεν σταμάτησε!!!  Έχει αγανακτήσει ο κόσμος. Αυτό συμβαίνει κάθε μέρα!!!!,63
Δεν εκτελεστηκε το δρομολογιο των 7.55 απο τις 7.30 παραγματοποιθηκε δρομολογιο στις 8.20,85
Ο οδηγός του λεωφορείου 605 με όχημα 10170 στις 22:40 δεν σταμάτησε στην στάση Νέα Ιωνία έξω απο το σταθμό ΗΣΑΠ ενώ 3 άτομα του έκαναν σήμα,74
Το δρομολόγιο των 21:10 δεν ξεκίνησε ποτε και πήγε για το δρομολόγιο των 21:45. Στη γραμμή αυτο το φαινόμενο συμβαίνει πολύ συχνά. Εφόσον δεν μπορεί να διορθωθεί καλο θα ήταν να ανανεωθούν δρομολόγια στην εφαρμογή,61
"Περιμένω το λεωφορείο 171 με κατεύθυνση στ. Αργυρούπολη στην σταση ΞΑΝΘΟΥ στις 20:55. Βλέπω το λεωφορείο, σηκώνω το χέρι για να σταματήσει και ενώ τον είδα το οδηγεί ότι με είδε, δεν σταμάτησε. Απαράδεκτος, μιλάμε για ένα δρομολόγιο που περνάει κάθε 20 λεπτά περίπου.",65
"Θα ήθελα να καταγγειλω ένα περιστατικό.Καθώς οδηγούσα στις 3/10/2022 και ώρα 13:45  επί της οδου Σιρανιδη Νικολάου  στο Ολυμπιακό χωριό Αχαρναί και μέσα στο αυτοκίνητο επέβαιναν τα δύο ανήλικα παιδιά μου, η οδηγός του λεωφορείου 740 με πινακίδες ΧΕΗ -8253  ήρθε στο δικό μου ρεύμα με μεγάλη ταχύτητα. Ειχε εμπόδιο ένα σταματημένο φορτηγό, εγώ είχα φτάσει στην μέση του εμποδίου που είχε και δεν πρόλαβα να της δώσω προτεραιότητα , αναγκάζοντας με να κάνω αποτομο ελιγμό ώστε να μην χτυπήσει το αυτοκίνητο μου.Δεν ελάττωσε καθόλου ταχύτητα έτρεχε πάρα πολύ, εγώ λοιπόν γύρισα για να την συνετισω να μην τρέχει και διαπιστωσα πως μίλαγε στο κινητό της τηλέφωνο την στιγμή που οδηγούσε,εξού και η επικυνδινη οδηγηση.Η συμπεριφορά της ήταν απαράδεκτη,την δική της ανευθυνότητα προσπάθησε να ρίξει πάνω μου με πρόσχημα την προτεραιότητα των μεγάλων οχηματων ,όμως για να δώσω προτεραιότητα δεν μπορώ να θέσω τα παιδιά μου σε κίνδυνο.Ειναι επικυνδινη η οδηγική της συμπεριφορά για τα παιδιά μας που παίζουν και κάνουν ποδήλατο στο Ολυμπιακό χωριό και για τα αδέσποτα σκυλάκια μα και για μας. Ελπίζω να μεριμνήσετε σύντομα για το θέμα αυτό προτού προκύψει κάποιο δυστύχημα! Ευχαριστώ για τον χρόνο σας!",76
"Αγαπητοί κύριοι,

Απευθύνομαι σε εσάς σχετικά με την γραμμή 735 που εκκινεί από Αχαρναί, διέρχεται από Ζεφύρι και εκτελεί κυκλική διαδρομή μέχρι σταθμό Κάτω Πατησίων και πίσω.
Κατά την σημερινή μέρα, ήτοι 3/10/2022 δύο δρομολόγια, αυτό των 13.35 και αυτό των 14.05 (σύμφωνα με τον ημερήσιο προγραμματισμό) δεν πραγματοποιήθηκαν, με αποτέλεσμα να αναμένω στη στάση για περισσότερο από 1 ώρα. Σε διάστημα ενός μήνα, που εργάζομαι στην περιοχή και χρησιμοποιώ τη συγκεκριμένη γραμμή, δεν είναι η πρώτη φορά που συμβαίνει να μην εκτελεστεί κάποιο δρομολόγιο (4 συναπτές φορές έχει συμβεί κάτι παρόμοιο), συνεπώς η τυχαιότητα στο συμβάν δεν επιβεβαιώνεται. 
Αναγνωρίζω την ιδιαιτερότητα της γραμμής, ωστόσο και εμείς ως εργαζόμενοι-επαγγελματίες βασιζόμαστε στη συνέπεια των δρομολογίων τόσο για την προσέλευση όσο και για την αποχώρηση από την εργασία μας.
Τέλος, η λειτουργία της τηλεματικής δεν λειτουργεί ποτέ.
Ευχαριστώ!",79
"Το δρομολόγιο έχει αλλάξει από τις 17:20 στις  17:12 χωρίς καμία ενημερώσει πουθενά ,ούτε στην τηλεματική. Πόσο δύσκολο είναι να ενημερωθεί το σύστημα???",91
"Βρισκομαι στο τρολλει με αριθμο 8061 απο Αφετηρια προς Τερμα και σταζει το ταβανι σε καθε θεση που βρισκεται κοντα σε παραθυρο. Ειδικα στη δεξια πλευρα στην 3η θεση μετα την μεσαια πορτα εχουμε κανει κανονικο μπουγελο. Μαλιστα πρωτη φορα στην ιστορια δεν τρεχει μονο μεσα η οροφη αλλα τρεχει ακομα περισσοτερο και απ εξω με αποτελεσμα να παιρνει τα νερα ο αερας και να μας τα φερνει απ το παραθυρο σαν βροχη. Να υπογραμμισω πως οι καιρικες συνθηκες δεν δικαιολογουν την υπαρξη νερου πουθενα (γιατι μπορει και να μας πειτε πως εβρεχε και δεν το καταλαβαμε). Υπαρχει βλαβη στα aircondition σε ολα σχεδον τα οχηματα του 11 αλλα σημερα η διαρροη ηταν τετοια που γλιτωσατε εμενα και αλλους συνεπιβατες απ την αναγκη για μπανιο.. Μην κανετε τον κοπο να μου στειλετε απαντηση, ειναι η τελευταια αναφορα που στελνω μετα απο εκατονταδες προβληματα και αναφορες που ολες πεφτουν στο κενο. Καν τε επιτελους κατι θα αρχισουμε τις καταγγελιες...και ο βρεγμενος τη βροχη δεν την φοβαται :))",38
Κάθε μέρα από τις 8:20 μέχρι 9:00 το πρωί περνάει 1 ή 2 το πολύ λεωφορεία που συνήθως δεν μπορούν να πάρουν άλλους επιβάτες . Παρά την καλή πρόθεση των οδηγών δεν χωράει άλλος κόσμος.Στη στάση τροχαία μένω απέξω πολύ συχνά .Περισσοτερα δρομολόγια στις ώρες αιχμής παρακαλω,65
