,init_text,SOS,ents
10,"Τεταρτη 12/1 15.19 σταση 2ας μεραρχιας 049 με κατευθυνση προς ομονοια.
κατα την εισοδο μου στο λεωφορειο 6224,και με πινακιδ ΧΕΚ6224, ο οδηγος φωναζε οτι καθυστερω να ανεβω και με αποκαλεσε με χυδαιο επιθετο.
οταν του ειπα οτι δεν εχει δικαιωμα να με προσβαλει , ηταν επιθετικος απειλωντας με οτι δε θα ξανασταματησει αν με δει σε σταση.
επισης ηταν αρνητικος να μου δωσει τον αριθμο του  και εννοειται οτι δε φορουσε μασκα προστασιας.
το γεγονος  για την απρεπη και υβριστκη συμπεριφορα του εχει καταγραφει στην αστυνομια.",1,"(επιθετο, επιθετικος)"
11,"Είναι η δεύτερη μέρα στη σειρά που το δρομολόγιο των 05:20 της γραμμής 224 με αφετηρία Καισαριανή και κατεύθυνση Ελ. Βενιζέλου ΔΕΝ ΠΡΑΓΜΑΤΟΠΟΙΗΘΗΚΕ. Μάταια οι εργαζόμενοι, περιμέναμε στις στάσεις της διαδρομής, εν μέσω βροχής και κρύου. Καταλαβαίνετε ότι δεν βγήκαμε εκείνη την ώρα να πάρουμε τον αέρα μας και να βολτάρουμε με το αστικό λεωφορείο. Κανείς μας δεν έχει τέτοια ανωμαλία χειμωνιάτικα. Αντίθετα, όλοι έχουμε ένα επόμενο δρομολόγιο να προλάβουμε - ή μια κάρτα να χτυπήσουμε-, το οποίο πολύ συχνά χάνουμε ή κινδυνεύουμε να χάσουμε εξ αιτίας της δικιάς σας ανικανότητας τήρησης του προγράμματος, που εσείς οι ίδιοι θέσατε! Πείτε το λοιπόν ξεκάθαρα, έχει καταργηθεί το δρομολόγιο των 05:20;; Γιατί την περασμένη εβδομάδα που ήταν και εβδομάδα διακοπών, έγινε κανονικά. Τώρα τι άλλαξε; Και το κερασάκι στην τούρτα είναι ότι βλέπουμε λεωφορείο να περνάει από την απέναντι πλευρά, πηγαίνοντας στην αφετηρία, με την ώρα να είναι 05:30 περίπου, αλλά να μην κατεβαίνει μέχρι τις 05:40 που είναι το επόμενο δρομολόγιο. Σοβαρά τώρα ; Και το ενδιάμεσο; Το εξαφάνισε ο Χάρι Πότερ;;; Να του πω να το φέρει πίσω; Συνεπώς, όποιος θέλει να φτάσει στην ώρα του στη δουλειά του πρέπει να υπολογίζει ότι μια με δύο φορές την εβδομάδα θα χρειαστεί να πάρει ταξί. Ενώ δηλαδή έχω πληρωμένη κάρτα μηνιαία, να χρεώνομαι ταξί ενώ το λάθος ΔΕΝ είναι δικό μου. Και μιλάμε για ανθρώπους του μεροκάματου, γιατί δεν γνωρίζω κάποιον με μισθούς 2000 και 3000 ευρώ να πιάνει δουλειά στις 06:30 ούτε να παίρνει ΜΜΜ. Απαιτώ μια λογική απολογία και την άμεση εφαρμογή του ωρολογίου προγράμματος της διαδρομής 224. Όλα τα στοιχεία επικοινωνίας μου είναι στη διάθεσή σας.",1,"(χτυπησουμε,)"
12,"Το λεωφορείο Β5 σταμάτησε στη στάση Νομισματοκοπείο κ επιβιβαστηκαμε κ αντί να στρίψει δεξιά στην Τομπρα συνέχισε ευθεία χωρίς καμία ενημέρωση ούτε από τον οδηγό ούτε από το τερματικό που υπάρχει στη στάση κ ενώ τα λεωφορεία 407 και 406 εκτελούσαν κανονικά το δρομολόγιο 

Να πληρώνουμε κάθε μήνα για κάρτες είναι καλά να ενημερώσετε τον κόσμο εγκαίρως ποτέ!και σε ημέρες που έχει κρύο κ παγωνιά.
Και ποτέ δεν υπάρχει ενημέρωση ούτε όταν οι καιρικές συνθήκες είναι άσχημες.",1,"(τομπρα,)"
13,"Καλησπέρα, χρόνια πολλά κ καλή χρονιά. Είμαι στο Β9, με κατεύθυνση Χαλκοκονδύλη. Ο κωδικός του λεωφορείου είναι 155.Καταρχη  το δρομολόγιο άργησε γιατί ανατι για 16:550ξεκινξσε στις 17:00.Το παρακαμπτω αυτό, γιατί αυτό που εξόργισε, είναι η απρεπής συμπεριφορά του οδηγού απέναντι μου γιατί έκλεισα το παράθυρο, ενώ κρύωμα. Μου μίλησε στο ενικο κ με ειρωνεία κεγωνατας μου σοβαρά 3 με 4 φορές. Δεν είμαι ούτε γιος του, ούτε εγγονός του. Εγώ τον πληρώνω με μηνιαία κάρτα κάθε μήνα. Αν ο εν λογω κύριος έχει ψυχολογικά δεν του φταίει ο κόσμος που πληρωνει  κάθε μήνα. Το ότι φοραω την φόρμα της δουλειάς μου δενσηναινει  ότι πρέπει να μιλάει με μαγκιά κ ειρωνεία στον κόσμο. Την επόμενη φορά που θα επαναληφθεί θα πάρω την αστυνομία κ θα καταθέσω μυνηση εναντίον του
 Με εκτίμηση

Δυστυχώς η γραμμή Β9 έχει άσχημο προσωπικό που βρίζουν πολλές φορές τον κόσμο δεν είναι η πρώτη φορα",1,"(χαλκοκονδυλη,)"
14,"Σήμερα, Σάββατο 8/1/2022 από τις 19.40 στη Στάση ΣΟΝΙΑ επί της λεωφόρου Αλεξάνδρας περιμέναμε εγώ, η μητέρα μου και ο μικρός μου αδερφός το λεωφορείο της γραμμής  Α7. 
Στις 19.54 το λεωφορείο έφθασε στη στάση όμως ο οδηγός δεν ελάττωσε ταχύτητα (κατευθυνόταν με κανονική ταχύτητα περίπου 40-50χλμ/ώρα) και δεν σταμάτησε, παρότι εμείς έχοντας δει την προειδοποίηση της άφιξης από τον ηλεκτρονικό πίνακα, είχαμε σηκωθεί από το παγκάκι της στάσης και είχαμε φθάσει στη ακρη του πεζοδρομίου. Σηκώσαμε δε και το χέρι μας. Παρόλα αυτά ο οδηγός, μη ελαττώνοντας ταχύτητα, δεν σταμάτησε. Σταμάτησε όμως στα φανάρια 100μ περίπου μετά τη στάση. Τότε κατευθυνθήκαμε προς το λεωφορείο θεωρώντας ότι δεν μας είχε δει. Όταν του ζητήσαμε να μας ανοίξει, δνε μας άνοιξε και με επιθετικό τόνο μας φώναζε κουνώντας το χέρι του ότι έπρεπε να είχαμε βγει να κουνήσουμε το χέρι μας πριν πλησιάσει για να σταματήσει. 

Η συμπεριφορά αυτή ήταν απαράδεκτη. Ζητώ την εκκίνηση των πειθαρχικών διαδικασιών επί της υποθέσεώς μου καθως και τη λήψη κάθε πρόσφορου μέτρου ούτως ώστε να αποφευχθουν τέτοιες απαράδεκτες, αντιεπαγγελματικές και ανάρμοστες για τους επιβάτες συμπεριφορές που ομολογουμένως συμβαίνουν συχνά και καθημερινά.

Περιμένω ενημέρωσή σας για την πρόοδο του υποβληθεντος παραπόνου μου.",1,"(επιθετικο,)"
15,"Στις 3/1 περίμενα στη στάση Νερατζιώτισσα (όπως έκανα καθημερινά πριν από 3 εβδομάδες χωρίς πρόβλημα) από τις 9:20 το δρομολόγιο που ξεκινούσε 9:25 σύμφωνα με την εφαρμογή, για να πάω στη δουλειά μου. Το δρομολόγιο δεν πέρασε ποτέ από τη στάση με αποτέλεσμα να περιμένω το επόμενο, το οποίο επίσης δεν πέρασε ποτέ! Στις ανακοινώσεις στο σαιτ δεν υπάρχει σχετική ενημέρωση για αυτό. Έμπαινα στην εφαρμογή, σύμφωνα με το σύστημα είχε ήδη περάσει και βρισκόταν λίγες στάσεις μετά, χωρίς στην πραγματικότητα να περάσει από την στάση Νερατζιώτισσα που λέει το πρόγραμμα.
Όλη την εβδομάδα μέχρι και τις 7/1 γινόταν το ίδιο ακριβώς. Σε κάποια φάση μέσα στην εβδομάδα, είδα σταθμευμένα λεωφορεία Ε14 σε ένα πάρκο πριν τη στάση Ρέμα και συνειδητοποίησα ότι για κάποιο λόγο ξεκινούσε από εκεί τα δρομολόγια προσπερνώντας επαναλαμβανόμενα τις προηγούμενες στάσεις. Έχω και screenshot από την εφαρμογή για την ακριβή τοποθεσία του πάρκου και του λεωφορείου.
Και αναρωτιέμαι:
1. Υπάρχει τροποποίηση δρομολογίου; Εμείς ως επιβάτες και χρήστες των ΜΜΜ δεν θα έπρεπε να ενημερωθούμε για αυτό μέσω της εφαρμογής ή του σάιτ;
2. Γιατί έχει αλλάξει η αφετηρία από το μοναδικό λεωφορείο το οποίο συνέδεε την γραμμή 1 (ηλεκτρικός) και τον προαστιακό στο Σταθμό της Νερατζιώτισσας με την λεωφόρο Κηφισίας; Είναι μια περιοχή γεμάτη εταιρίες και εξυπηρετούσε καθημερινά πολύ κόσμο για να πάει στη δουλειά του, όπως και εμένα.
Είναι απαράδεκτο να βασίζομαι σε ένα λεωφορείο για να πάω στη δουλειά μου και να μην ακολουθεί καθόλου το πρόγραμμα και εν τέλει να καθυστερώ πάντα, ενώ κάθε φορά ξεκινάω νωρίτερα. Θα με αποζημιώσει κάποιος για όλα τα ταξί που χρειάζεται να παίρνω καθημερινά ώστε να φτάσω στη δουλειά μου; Αυτό το κόστος θα το κάλυπτε το λεωφορείο αν απλώς ακολουθούσε το πρόγραμμα που υπάρχει. 
Είναι παράλογο να ξεκινάει το λεωφορείο από ένα πάρκο και να μην περνάει καν από το σταθμό του ηλεκτρικού που ήταν ακριβώς απ'έξω η στάση του.
Αναμένω την επίλυση του προβλήματος.",1,"(αποζημιωσει,)"
16,"Eimouna sto leoforio kai kanonika opos prepi prin ti stasi moy patao koubi gia na stamatisi.kai oxi mono mia fora ,3fore sta diaforetika koubia.alla odigos adi na stamatisi se stasi (gefira) sinexizi to dromo kai stamatai sto elliniko.kateveno se stasi pao sti brostini borta kai zitao na mou aniksi.anigi.toon rotao giati den stamatise se stasi mou lei oti den ide stop.ton rotao otan fonakse,mou lei oti den akouse.mou zitisr signomi.tou leo kai to proi egine peripou to idio.perimena se stasi to leoforio.erxete kai sikono to xeri na mou stamatisi.alla ekinos adi na to stamatisi, oatai gazi kai fevgi. Autos odigos mou lei oti leo fsevma kai eimai fsevtra.
Ato to pragma sixna ginete pao sti leftei mporta gia na mou aniksoune ,den anigoune .theloune na mpo akrivos sti mporta pou exoune aniksi.variunde na patane koubi.
Sas parakalo poli kante kati!!!",1,"(odigos, odigos, mporta, mporta)"
17,"ΚΑΤΑ ΤΗΝ ΑΝΑΦΕΡΟΜΕΝΗ ΗΜΕΡΑ ΚΑΙ ΩΡΑ,ΔΙΑΠΕΡΝΩΝΤΑΣ ΑΠΟ ΤΗΝ ΣΤΑΣΗ 
ΔΙΑΣΤΑΥΡΩΣΗΣ ΑΜΑΡΟΥΣΙΟΥ,ΒΡΙΣΚΟΜΟΥΝ ΣΤΟ ΕΝ ΛΟΓΩ ΛΕΩΦΟΡΕΙΟ ΚΑΘΗΜΕΝΗ,ΟΤΑΝ Ο 
ΟΔΗΓΟΣ ΠΑΤΗΣΕ ΕΝΤΟΝΑ ΤΑ ΦΡΕΝΑ, 
ΓΙΑ ΚΑΠΟΙΟΝ ΛΟΓΟ ΠΟΥ ΔΕΝ ΓΝΩΡΙΖΩ ΓΙΑΤΙ ΔΕΝ ΕΙΧΑ ΟΡΑΤΟΤΗΤΑ ΣΤΟ 
ΜΠΡΟΣΤΙΝΟ ΜΕΡΟΣ ΤΟΥ ΟΧΗΜΑΤΟΣ.Η ΕΠΙΒΡΑΔΥΝΣΗ ΤΟΥ ΛΕΩΦΟΡΕΙΟΥ ΗΤΑΝ ΤΟΣΟ 
ΑΠΟΤΟΜΗ,ΩΣΤΕ ΜΙΑ ΚΥΡΙΑ ΗΛΙΚΙΑΣ ΓΥΡΩ ΣΤΑ 40, Η ΟΠΟΙΑ ΒΡΙΣΚΟΤΑΝ ΟΡΘΙΑ ΜΠΡΟΣΤΑ 
ΣΤΗΝ ΠΟΡΤΑ ΚΡΑΤΩΝΤΑΣ ΤΗΝ ΧΕΙΡΟΛΑΒΗ, ΠΡΟΚΕΙΜΕΝΟΥ ΝΑ ΑΠΟΒΙΒΑΣΤΕΙ ΣΤΗΝ 
ΕΠΟΜΕΝΗ ΣΤΑΣΗ,ΠΑΡΑΠΕΣΕ ΠΡΟΣ ΤΑ ΠΙΣΩ ΠΕΦΤΟΝΤΑΣ...ΕΓΩ ΓΙΑ ΝΑ ΕΜΠΟΔΙΣΩ ΤΗΝ 
ΠΤΩΣΗ ΤΗΣ,ΕΒΑΛΑ ΕΝΣΤΙΚΤΩΔΩΣ ΤΟ ΧΕΡΙ ΜΟΥ,ΚΑΙ ΩΣ ΑΠΟΤΕΛΕΣΜΑ, ΑΥΤΟ ΠΙΕΣΤΗΚΕ ΑΠΟ 
ΤΗΝ ΟΡΜΗ ΤΟΥ ΣΩΜΑΤΟΣ ΤΗΣ ΠΑΡΑΠΑΙΟΥΣΑΣ ΚΥΡΙΑΣ ΚΑΙ ΕΣΠΑΣΕ 
ΣΤΟ ΣΗΜΕΙΟ ΤΟΥ ΚΑΡΠΟΥ.ΑΥΤΗ Η ΑΛΛΗΛΟΥΧΙΑ ΓΕΓΟΝΟΤΩΝ ΠΡΟΕΚΥΨΕ 
ΛΟΓΩ ΤΗΣ ΠΟΛΥ ΚΑΚΗΣ ΟΔΙΚΗΣ ΣΥΜΠΕΡΙΦΟΡΑΣ ΤΟΥ ΟΔΗΓΟΥ,Ο ΟΠΟΙΟΣ 
ΣΗΜΕΙΩΤΕΟΝ ΟΔΗΓΟΥΣΕ ΑΤΣΑΛΑ ΚΑΙ ΝΕΥΡΙΚΑ ΚΑΘ ΟΛΗ ΤΗΝ ΔΙΑΡΚΕΙΑ ΤΟΥ 
ΔΡΟΜΟΛΟΓΙΟΥ,ΤΟ ΟΠΟΙΟ ΓΙΝΟΤΑΝ ΣΕ ΔΡΟΜΟ ΜΕ ΑΣΦΥΚΤΙΚΗ ΚΙΝΗΣΗ.ΩΣ ΑΠΟΤΕΛΕΣΜΑ 
ΟΛΩΝ ΑΥΤΩΝ ΕΓΩ ΒΡΙΣΚΟΜΑΙ ΜΕ ΝΑΡΘΗΚΑ ΣΤΟ ΣΠΑΣΜΕΝΟ ΧΕΡΙ ΜΟΥ,ΑΝΗΜΠΟΡΗ ΝΑ 
ΑΥΤΟΕΞΥΠΗΡΕΤΗΘΩ 
ΚΑΙ ΕΧΟΝΤΑΣ ΕΠΙΒΑΡΥΝΘΕΙ ΟΙΚΟΝΟΜΙΚΑ ΤΟ ΚΟΣΤΟΣ ΠΕΡΙΘΑΛΨΗΣ.ΕΠΙΠΛΕΟΝ ΔΕ, ΕΙΜΑΙ 
ΑΝΕΡΓΗ ΚΑΙ ΑΔΥΝΑΤΩ ΝΑ ΕΡΓΑΣΤΩ ΓΙΑ ΔΙΑΣΤΗΜΑ ΑΠΟ 1-3 ΜΗΝΕΣ. ΕΠΙΠΡΟΣΘΕΤΩΣ ΕΠΕΙΔΗ 
ΤΟ ΤΡΑΝΤΑΓΜΑ ΤΟΥ ΑΠΟΤΟΜΟΥ ΦΡΕΝΑΡΙΣΜΑΤΟΣ ΟΔΗΓΗΣΕ ΚΑΙ ΑΛΛΟΥΣ ΕΠΙΒΑΤΕΣ ΣΕ 
ΠΤΩΣΕΙΣ,ΠΙΘΑΝΟΝ ΕΠΩΔΥΝΕΣ,ΘΕΛΩ ΝΑ ΕΠΙΣΗΜΑΝΩ ΤΗΝ ΠΛΗΡΗ ΑΔΙΑΦΟΡΙΑ ΤΟΥ ΟΔΗΓΟΥ 
ΓΙΑ ΤΟ ΣΥΜΒΑΝ.ΔΥΣΤΥΧΩΣ ΛΟΓΩ ΤΟΥ ΔΥΝΑΤΟΥ ΠΟΝΟΥ ΠΟΥ ΕΝΟΙΩΘΑ,ΔΕΝ ΜΠΟΡΕΣΑ ΝΑ 
ΣΚΕΦΤΩ ΨΥΧΡΑΙΜΟΤΕΡΑ ΚΑΙ ΝΑ 
ΚΑΛΕΣΩ ΤΗΝ ΤΡΟΧΑΙΑ ΠΡΟΚΕΙΜΕΝΟΥ ΝΑ ΚΑΤΑΓΡΑΦΕΙ ΤΟ ΣΥΜΒΑΝ ΟΠΩΣ ΕΠΙΣΗΣ ΝΑ 
ΚΑΛΕΣΩ ΚΑΙ ΑΣΘΕΝΟΦΟΡΟ,ΓΙΑ ΤΗΝ ΜΕΤΑΦΟΡΑ ΜΟΥ ΣΤΟ ΝΟΣΟΚΟΜΕΙΟ.ΑΝΤΙ ΑΥΤΟΥ 
ΚΑΤΕΒΗΚΑ ΣΤΗΝ ΕΠΟΜΕΝΗ ΣΤΑΣΗ ΣΤΗΝ ΔΙΑΣΤΑΥΡΩΣΗ ΜΕΛΙΣΣΙΩΝ,Η ΟΠΟΙΑ ΣΗΜΕΙΩΤΕΟΝ 
ΗΤΑΝ ΚΑΙ Η ΣΤΑΣΗ ΠΡΟΟΡΙΣΜΟΥ ΜΟΥ, ΚΑΙ ΚΑΛΕΣΑ ΤΟΝ ΣΥΖΥΓΟ ΜΟΥ ΠΡΟΚΕΙΜΕΝΟΥ ΝΑ 
ΔΙΑΚΟΜΙΣΘΩ ΣΤΟ ΝΟΣΟΚΟΜΕΙΟ.ΚΑΤΑΓΓΕΛΩ ΤΟΝ ΤΡΟΠΟ ΟΔΗΓΗΣΗΣ ΤΟΥ ΟΔΗΓΟΥ ΤΟΥ 
ΛΕΩΦΟΡΕΙΟΥ,ΚΑΙ ΕΠΙΣΗΣ ΚΑΤΑΓΓΕΛΩ ΤΗΝ ΠΛΗΡΗ ΑΔΙΑΦΟΡΙΑ ΤΟΥ ΓΙΑ ΤΗΝ ΣΩΜΑΤΙΚΗ 
ΚΑΤΑΣΤΑΣΗ ΤΩΝ ΕΠΙΒΑΤΩΝ,ΑΠΟΡΡΟΙΑ 
ΑΥΤΗΣ ΤΗΣ ΠΟΛΥ ΚΑΚΗΣ ΟΔΙΚΗΣ ΣΥΜΠΕΡΙΦΟΡΑΣ ΕΚ ΜΕΡΟΥΣ ΤΟΥ. 
ΕΠΙΦΥΛΑΣΣΟΜΑΙ ΓΙΑ ΚΑΘΕ ΝΟΜΙΜΟ ΔΙΚΑΙΩΜΑ ΜΟΥ.",1,"(νοσοκομειοαντι, νοσοκομειοκαταγγελω)"
18,"Καλημέρα σας. 
    Ονομάζομαι Σιάνος Σταμάτιος , είμαι οδηγός  του ΟΑΣΑ στο αμαξοστάσιο του Βοτανικού με ΑΜ 29092. 
Στις 30-12-2021 και ώρα 14:15  η μητέρα μου ηλικίας 74 ετών , αγόρασε εισιτήρια από το σταθμό του μετρό της Ανθούπολης. Έδωσε είκοσι ευρώ και πήρε ρέστα ένα χαρτονόμισμα των δέκα ευρώ και ένα χαρτονόμισμα των 5 ευρώ. Πηγαίνοντας μετά να αγοράσει κάτι άλλο διαπίστωσε ότι τα χαρτονομίσματα, που της είχαν δώσει σαν ρέστα, ήταν πλαστά. Ξαναπήγε στον κισέ που τα είχε αγοράσει και παραπονέθηκε. Η υπάλληλος της είπε ότι δεν της είχε δώσει πλαστά και την παρέπεμψε στον προϊστάμενο. Στον προϊστάμενο που πήγε δέχτηκε λεκτική επίθεση με χυδαία λόγια όπως ""άντε γαμήσου"".
Όταν η μητέρα μου ακούγοντας τόσο άσχημες εκφράσεις του είπε ""στην μητέρα σου έτσι θα μιλούσες;"" εκείνος άρχισε φωνάζοντας να της λέει ¨Ποια είσαι εσύ που θα βάλεις στο στόμα σου τη μητέρα μου"".
    Φυσικά δεν με ενδιαφέρει καθόλου το θέμα των πλαστών χαρτονομισμάτων. Με ενδιαφέρει όμως η συμπεριφορά του συγκεκριμένου συναδέλφου. Εργάζομαι είκοσι χρόνια σαν οδηγός λεωφορείου και δεν έχω ούτε μία αναφορά για άσχημη συμπεριφορά. Πιστεύω ότι τέτοιες συμπεριφορές δεν αρμόζουν σε υπαλλήλους του οργανισμού μας.
    Παρακαλώ να επιληφθείτε του θέματος και σαν συνάδελφος που είμαι θα ήθελα να ενημερωθώ για την ""τύχη"" αυτής της καταγγελίας.
                                                                                              Μετά τιμής
                                                                                          Σιάνος Σταμάτης",1,"(επιθεση,)"
19,"Ανάγωγη συμπεριφορά νεαρού οδηγού προς ηλικιωμένο που δεν χτύπησε το κουδούνι,όπως και όλοι οι υπόλοιποι,για να κατέβει στην πλατεία της Κηφισιάς.Τον απείλησε με ύφος οτι θα τον κατεβάσει στο Ζηρίνειο όπου είναι ο τερματικός σταθμός.Αφενός η πλατεία της Κηφισιάς είναι ο κεντρικότερος σταθμός και σχεδόν ποτέ δεν πατάμε το κουμπί γιατί όλοι εκεί κατεβαίνουν,αφετέρου ο εν λόγω οδηγός φορούσε υφασμάτινη μάσκα και όχι ενισχυμένη όπως ορίζουν οι νέοι κανονισμοί.",1,"(χτυπησε,)"
20,"Σήμερα ημέρα Δευτέρα 28 Φεβρουαρίου 2022 και ώρα 7:15 μμ ο οδηγός του λεωφορείου της γραμμής 605 με τέρμα στον Περισσό (πλατεία Φλέμινγκ) με πινακίδα ΥΝΝ-ΧΧΧΧ ενώ έκλεισε την λωρίδα μου (μπήκε στο αντίθετο ρεύμα της Μηδείας), δεν σταμάτησε να μου δώσει προτεραιότητα ενώ υπήρχε χώρος (άλλωστε ήταν στο αντίθετο ρεύμα) και κατευθύνθηκε επάνω μου. Ρωτώντας τον πού να πάω ώστε να μην τρακάρουμε η απάντησή του ήταν μια απρεπής χειρονομία (κωλοδάχτυλο)!!!! Επειδή ζω στην περιοχή θα ήθελα να επισημάνω οτι όλη η γειτονία έχει παρόμοια προβλήματα με κάποιους απο τους οδηγούς που φέρονται αντίστοιχα παρόλο που ουσιαστικά μπαίνουν αντικανονικά στην πλατεία αυτή (καθώς είναι η μόνη πλατεία που έχει γίνει διπλής κυκλοφορίας λόγω των λεωφορείων).
Θα ήθελα παρακαλώ να μου πείτε το όνομα του οδηγού ώστε να κάνω καταγγελία για εξύβριση και να κινηθώ νομικά.",1,"(νομικα,)"
21,"Σημερα το μεσημερι το λεωφορειο 035 περασε απο τη σταση Γεφυρες επι της Ηους διαδρομη απο Ταυρο προς Κυψελη και παρ'ολο που βρισκομουν στη ΜΕΣΗ του δρομου λογω εργων και εκανα σημα στον οδηγο να σταματησει,με ειδε και απλα προσπερασε. Εχω μαρτυρες τους ανθρωπους των εργων οι οποιοι με ειδαν και πηραν απο πισω το λεωφορειο τρεχοντας αλλα δεν τον προλαβαν φυσικα συνεχισε να αγνοει και αυτους. Ειμαι ΕΓΚΥΟΣ και παρακολουθουσα τη διαδρομη απο την εφαρμογη για να μην κατεβω και περιμενω στο κρυο. Αργησα στη δουλεια μου γιατι ουτε ταξι εβρισκα. ΑΠΑΙΤΩ να μαθω ΤΩΡΑ τα στοιχεια του οδηγου και την αμεση τιμωρια του διαφορετικα θα κινηθω νομικα. Στη διαθεση σας και εγω και οι εργατες που ηταν παροντες.",1,"(νομικα,)"
22,"Ο οδηγός του λεωφορείου 640, στο δρομολόγιο με αναχώρηση από την αφετηρία στις 16.05, και συγκεκριμένα κατά την αποβίβαση στην στάση 2η Αγ. Νεκταρίου άνοιξε και έκλεισε τις πόρτες  του λεωφορείου με τέτοια ταχύτητα, ώστε να εγκλωβιστώ ανάμεσα τους. Ταυτόχρονα επιχείρησε να θέσει το όχημα εν κινήσει, ενώ βρισκόμουν ακόμα εγκλωβισμένη, παρά τις φωνές μου. Όταν επιτέλους κατάφερα να κατεβώ, ο οδηγός έκανε χειρονομίες και χρησιμοποίησε άκομψες και υβριστικές εκφράσεις εις βάρος μου.  

Το εν λόγω περιστατικό είχε ως αποτέλεσμα τον ελαφρύ τραυματισμό του αριστερού ώμου μου. Να σημειωθεί ότι το ίδιο είχε ξανασυμβεί το καλοκαίρι του 2021, σε άλλον άνθρωπο, όταν είχα επιβιβαστεί ξανά στο λεωφορείο 640. 

28/02/2022",1,"(τραυματισμο,)"
23,ΚΑΛΗΜΕΡΑ ΚΑΙ ΚΑΛΗ ΕΒΔΟΜΑΔΑ...ΠΕΡΙΜΕΝΑ ΣΗΜΕΡΑ ΤΟ ΛΕΩΦΟΡΕΙΟ 814 ΣΤΗΝ ΣΤΑΣΗ ΚΩΣΤΗΣ ΠΑΛΑΜΑΣ ΤΟ ΔΡΟΜΟΛΟΓΙΟ ΤΩΝ 9.ΣΗΚΩΘΗΚΑ ΣΗΚΩΣΑ 2 ΦΟΡΕΣ ΤΟ ΧΕΡΙ ΜΟΥ ΚΑΙ Ο ΟΔΗΓΟΣ ΑΠΛΑ ΜΕ ΚΟΙΤΑΞΕ ΚΑΙ ΚΟΥΝΗΣΕ ΤΟ ΚΕΦΑΛΙ.ΠΟΙΟΣ ΕΙΝΑΙ Ο ΚΥΡΙΟΣ ΠΟΥ ΘΑ ΑΠΟΦΑΣΊΣΕΙ ΑΝ ΘΑ ΣΤΑΜΑΤΗΣΕΙ Ή ΟΧΙ ΚΑΝΟΝΤΑΣ ΕΜΕΝΑ ΝΑ ΑΡΓΗΣΩ ΣΤΗΝ ΔΟΥΛΕΙΑ ΜΟΥ?ΑΠΑΡΑΔΕΚΤΟΣ.,1,"(αποφασισει,)"
24,"Αριθμός πινακίδας λεωφορείου: ΖΚΖ 9814

Στο σημείο  στάση ΈΒΓΑ επί τής ιεράς οδού κατά την διάρκεια  δρομολογίου προς Αιγάλεω, κατά πάσα πιθανόνοτητα ανήλικος όπου βρισκόταν στην στάση, σταμάτησε το λεωφορείο για να επιβιβαστεί. Ο οδηγός  ανοίγει την μεσαία πόρτα του λεωφορείου.  Ο ανήλικος  μπαίνει  μίσος προσπαθώντας να παρατείνει τον χρόνο ώστε να εισέλθουν και άλλοι επιβάτες (ίδιας ηλικίας) . Ο οδηγός δεν περιμένει  και στην κυριολεξία εγκλωβίζει το σώμα του ανηλίκου φραζοντας το με την πόρτα. Πατάει γκάζι και βρίζει.  Ο ανήλικος για κάποια λεπτά βρίσκεται μίσος έξω από το λεωφορείο και μίσος μέσα.  Όπου και μετά πέφτει με τρομερή  βιαιοτητα στην άσφαλτο.  (Ακούστηκε Ο ήχος από το κεφάλι του παιδιού που χτύπησε στην άσφαλτο, θα μπορούσε  χωρίς καμία υπερβολή να σκοτωθεί). Ο οδηγός το έκανε συνειδητά σαν μια τιμωρία.",1,"(χτυπησε,)"
25,"Καλησπέρα, είμασταν στην κακοκαιρία 24/01 στο αεροδρόμιο της Αθήνας και περιμέναμε τον ηλεκτρικό μέσα στο κρύο για περίπου δυο ώρες μέχρι κάποιος από τους επιβάτες και συγκεκριμένα ο σύντροφος μου να νοιαστεί να ανεβεί πάνω με ρίσκο αν ερχόταν το μέσο, να το έχανε για να κατέβει ξανά κάτω και να ενημερώσει τον κόσμο πως ο ηλεκτρικός κάπου έχει κολλήσει και μάλλον δεν θα έρθει. Καμία ενημέρωση από το προσωπικό προς τον κόσμο ο οποίος μπορεί να έφτανε και τα 500 άτομα με μωρά να κλαίνε και να παγώνουν και άλλες τέτοιες διάφορες καταστάσεις. Και απορώ, εμείς γιατί να μη δικαιούμαστε αποζημίωση για όλη αυτή την ταλαιπωρία που τελικά αναγκαστήκαμε να κοιμηθούμε στα πατώματα του αεροδρομίου. 
Υπάρχει αρκετό υλικό (βίντεο) από εκείνη τη μέρα..",1,"(αποζημιωση,)"
